touch	confirmed	medium	high	styles.css:2009	A vertical swipe that starts on the Foray strip seeks instead of scrolling	findJL=12	verdictJL=28
touch	confirmed	medium	high	styles.css:1874	The Now Playing scrub bar has no touch-action, so dragging the thumb scrolls the sheet	findJL=12	verdictJL=32
touch	refuted	low	high	app.js:3811	The Continue banner's ✓ "Done with this" button has no handler and navigates instead	findJL=12	verdictJL=20
touch	confirmed	medium	medium	styles.css:1840	Chapter rows are a ~19px tap target although the CSS comment claims 48px	findJL=12	verdictJL=30
touch	confirmed	medium	medium	styles.css:1119	Up Next reorder arrows are 28x22px, stacked 2px apart	findJL=12	verdictJL=22
touch	confirmed	low	medium	styles.css:2407	Per-segment thumbs are 30x30px, though a neighbouring comment sizes the layout around "the 44px-ish thumb target"	findJL=12	verdictJL=24
touch	confirmed	medium	medium	styles.css:1810	Inline description timestamps are zero-padding inline buttons that seek playback	findJL=12	verdictJL=36
touch	confirmed	medium	medium	styles.css:2560	"Start over" is a ~16px underlined target sitting 10px above the 12px scrub strip	findJL=12	verdictJL=54
touch	confirmed	medium	medium	styles.css:2509	Modal sheets with text inputs are stranded behind the soft keyboard	findJL=12	verdictJL=34
touch	confirmed	low	medium	styles.css:1540	The mini player's artwork is a 40px dead target where every podcast app opens the player	findJL=12	verdictJL=42
touch	confirmed	medium	medium	styles.css:1541	The mini player's "Open player" button is ~35px tall inside a ~56px bar, with dead strips above and below	findJL=12	verdictJL=44
touch	confirmed	medium	medium	styles.css:1017	Every episode row stacks two unpadded navigation links ~2px apart	findJL=12	verdictJL=38
touch	confirmed	low	medium	styles.css:1198	The mini player applies the home-indicator inset twice, leaving a dead band above the tab bar	findJL=12	verdictJL=40
touch	confirmed	low	medium	styles.css:2316	A narration beat's play button is a 30px-tall strip	findJL=12	verdictJL=100
touch	confirmed	medium	medium	app.js:10168	The Audition button inside a voice row is ~29px, and a miss silently changes the narration voice	findJL=12	verdictJL=66
touch	confirmed	medium	medium	styles.css:1132	Up Next's remove ✕ is a 32px destructive button crowded against the 22px reorder arrows	findJL=12	verdictJL=46
touch	confirmed	medium	low	styles.css:609	Row play and star buttons are 40x40, with the row's only other targets 10px away	findJL=12	verdictJL=112
touch	confirmed	low	low	styles.css:277	Topbar menu and refresh buttons are 42x42	findJL=12	verdictJL=68
touch	confirmed	low	low	player/client.js:1722	The sheet drag-dismiss gesture ignores pointerId, so a second finger restarts it mid-drag	findJL=12	verdictJL=48
touch	confirmed	medium	low	styles.css:1686	The Now Playing sheet's collapse ✕ is 36x36	findJL=12	verdictJL=50
player	confirmed	medium	high	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\queue-state.js:582	Scrubber and ±seek buttons are dead once playback has ended; the thumb silently snaps back	findJL=14	verdictJL=80
player	confirmed	high	high	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\html-audio-backend.js:809	Dragging the Foray scrubber fully right disarms the out-point and free-plays into the source episode	findJL=14	verdictJL=56
player	confirmed	high	high	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2197	A restored Now Playing ribbon installs no MediaSession handlers — the car/lock-screen play button does nothing	findJL=14	verdictJL=126
player	confirmed	medium	high	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2131	`ForayPlayer.play()` reports success even when the episode audio 404s, and nothing on screen says it failed	findJL=14	verdictJL=58
player	confirmed	medium	high	C:\Users\wjduv\Desktop\Vibe Coding\foray\app.js:8968	The Foray page's main button is painted from the stale belief, not the #689 authority — it says "Resume" while audio plays, and the press pauses	findJL=14	verdictJL=62
player	confirmed	medium	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1787	Every transport control except play/pause is dead on a restored ribbon, and a scrub there is silently discarded	findJL=14	verdictJL=64
player	confirmed	medium	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2172	An episode you just finished shows an empty progress bar and "60 min left" in Jump back in	findJL=14	verdictJL=74
player	confirmed	medium	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\queue-manager.js:1317	Spoken narration bridges play at the listener's chosen speed, contradicting the 1.0x rule, and the Foray clock jumps at the seam	findJL=14	verdictJL=108
player	confirmed	low	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1077	Mini-bar progress fill and scrub thumb keep the previous episode's position when the new duration is unknown	findJL=14	verdictJL=170
player	confirmed	low	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1101	The in-list card's play glyph disagrees with the mini bar's during a seam beat and in the #689 drift case	findJL=14	verdictJL=72
player	confirmed	medium	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1636	Lock screen / car reports PAUSED while audio is coming out (the #689 drift is not fixed on the OS surface)	findJL=14	verdictJL=76
player	refuted	low	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\queue-manager.js:1685	After a narration bridge the next segment loads cold — the jingle plays, then several seconds of unexplained silence	findJL=14	verdictJL=78
player	refuted	low	medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1165	"Timings on this show are approximate." can never appear	findJL=14	verdictJL=172
player	refuted		medium	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2789	Two quick taps of "››" advance one segment and freeze the clock in between	findJL=14	verdictJL=86
player	confirmed	low	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1775	"30 ↻" has no upper clamp while "↺ 15" clamps at zero	findJL=14	verdictJL=84
player	confirmed	low	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2787	"››" on the last segment does nothing and is never disabled	findJL=14	verdictJL=82
player	confirmed	low	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:2828	Scrubbing into a narration bridge computes a NaN target and restarts the bridge from the top	findJL=14	verdictJL=96
player	confirmed	low	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\app.js:6946	A timestamp tap passes a string where the player expects `{ why }`	findJL=14	verdictJL=90
player	confirmed	medium	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\app.js:8970	A finished Foray's main button says "▶ Resume" while the lock screen shows no transport at all	findJL=14	verdictJL=92
player	confirmed	low	low	C:\Users\wjduv\Desktop\Vibe Coding\foray\player\client.js:1082	Remaining time reads "-0:00" at the exact end instead of settling at zero or saying finished	findJL=14	verdictJL=94
visual	confirmed	high	high	styles.css:21	v1's light-mode palette leaks onto the permanently-dark ui-v2 page	findJL=26	verdictJL=98
visual	confirmed	medium	high	styles.css:2772	"Delete everything" is violet like every other primary button — its red is overridden	findJL=26	verdictJL=102
visual	confirmed	high	high	styles.css:585	Home's "Episodes for you" cards are v1: Georgia titles at 1.2rem beside Fraunces at 0.95rem	findJL=26	verdictJL=104
visual	confirmed	high	high	app.js:6472	The stretch bridge line is injected inside .mini-card's flex row, so it lands beside the star button	findJL=26	verdictJL=186
